name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
Kepler-590 b,4638,15.2 Earths,14.554,2016
Kepler-591 b,2561,11.4 Earths,14.628,2016
Kepler-592 b,3762,6.3 Earths,14.846,2016
Kepler-593 b,3176,8.6 Earths,14.622,2016
Kepler-594 b,2509,5.39 Earths,14.906,2016
Kepler-595 b,2097,17.4 Earths,15.067,2016
Kepler-595 c,2097,3.3 Earths,15.067,2020
Kepler-596 b,3340,11.8 Earths,14.128,2016
Kepler-597 b,2164,6.21 Earths,14.12,2016
Kepler-598 b,2222,2.86 Earths,14.829,2016
Kepler-598 c,2222,9.4 Earths,14.829,2020
Kepler-599 b,1822,8.45 Earths,15.067,2016
Kepler-59 b,3794,1.37 Earths,14.467,2012
Kepler-59 c,3794,4.58 Earths,14.467,2012
Kepler-5 b,2935,2.111 Jupiters,13.325,2009
Kepler-600 b,2022,8.75 Earths,14.846,2016
Kepler-601 b,1353,4.27 Earths,14.151,2016
Kepler-602 b,3782,5.02 Earths,14.72,2016
Kepler-603 b,5022,7.51 Earths,14.969,2016
Kepler-603 c,5022,34.5 Earths,14.969,2016
Kepler-603 d,5022,2.3 Earths,14.969,2016
Kepler-604 b,3348,7.22 Earths,14.791,2016
Kepler-605 b,1816,2.67 Earths,14.376,2016
Kepler-605 c,1816,0.566 Earths,14.376,2016
Kepler-606 b,3964,11 Earths,14.895,2016
Kepler-607 b,1693,0.59 Earths,14.672,2016
Kepler-607 c,1693,8.05 Earths,14.672,2021
Kepler-608 b,3088,12.9 Earths,14.84,2016
Kepler-609 b,3477,11.2 Earths,14.96,2016
Kepler-60 b,3344,4.19 Earths,13.95,2012
Kepler-60 c,3344,3.85 Earths,13.95,2012
Kepler-60 d,3344,4.16 Earths,13.95,2012
Kepler-610 b,2759,16.3 Earths,14.816,2016
Kepler-610 c,2759,10.9 Earths,14.816,2016
Kepler-611 b,4552,3.36 Earths,14.734,2016
Kepler-612 b,4715,8.45 Earths,15.191,2016
Kepler-613 b,2810,5.86 Earths,14.795,2016
Kepler-614 b,1722,6.3 Earths,14.81,2016
Kepler-615 b,1076,3.68 Earths,14.623,2016
Kepler-616 b,3085,6.48 Earths,15.021,2016
Kepler-616 c,3085,11.5 Earths,15.021,2016
Kepler-616 d,3085,7.52 Earths,15.021,2021
Kepler-617 b,565,2.3 Earths,15.549,2016
Kepler-618 b,3986,7.27 Earths,15.087,2016
Kepler-619 b,2938,10.1 Earths,14.84,2016
Kepler-619 c,2938,3.5 Earths,14.84,2016
Kepler-61 b,1093,5.27 Earths,15.277,2013
Kepler-620 b,4421,11 Earths,14.844,2016
Kepler-621 b,1269,5.9 Earths,15.22,2016
Kepler-622 b,929,5.18 Earths,15.052,2016
Kepler-623 b,2406,9.32 Earths,15.028,2016
Kepler-624 b,2441,5.95 Earths,13.637,2016
Kepler-625 b,2481,4.62 Earths,13.395,2016
Kepler-625 c,2481,1.16 Earths,13.395,2016
Kepler-626 b,2073,5.86 Earths,14.086,2016
Kepler-627 b,3211,13.4 Earths,14.181,2016
Kepler-628 b,2929,0.168 Jupiters,13.138,2016
Kepler-629 b,1214,2.48 Earths,13.481,2016
Kepler-62 b,981,9 Earths,13.965,2013
Kepler-62 c,981,4 Earths,13.965,2013
Kepler-62 d,981,14 Earths,13.965,2013
Kepler-62 e,981,36 Earths,13.965,2013
Kepler-62 f,981,35 Earths,13.965,2013
Kepler-630 b,2739,10.2 Earths,14.001,2016
Kepler-631 b,2486,8.75 Earths,13.563,2016
Kepler-632 b,1138,5.52 Earths,13.442,2016
Kepler-633 b,2220,3.29 Earths,13.812,2016
Kepler-633 c,2220,5.89 Earths,13.812,2021
Kepler-634 b,2897,4.23 Earths,13.626,2016
Kepler-635 b,3722,7.46 Earths,13.36,2016
Kepler-636 b,1012,18.1 Earths,13.906,2016
Kepler-659 b,2357,6.8 Earths,15.758,2016
Kepler-65 b,991,2.4 Earths,10.922,2012
Kepler-65 c,991,5.4 Earths,10.922,2012
Kepler-65 d,991,4.14 Earths,10.922,2012
Kepler-65 e,991,0.82 Jupiters,10.922,2019
Kepler-660 b,1854,7.13 Earths,15.559,2016
Kepler-661 b,1744,9.64 Earths,16.016,2016
Kepler-662 b,2661,5.39 Earths,15.598,2016
Kepler-663 b,3468,7.27 Earths,15.881,2016
Kepler-664 b,3947,7.56 Earths,15.663,2016
Kepler-665 b,1999,7.27 Earths,15.612,2016
Kepler-666 b,4921,6.35 Earths,15.422,2016
Kepler-667 b,7511,20.1 Earths,15.362,2016
Kepler-668 b,2559,7.75 Earths,15.365,2016
Kepler-669 b,6731,20.8 Earths,15.742,2016
Kepler-66 b,3924,8.25 Earths,15.29,2013
Kepler-670 b,3065,Unknown,15.162,2016
Kepler-671 b,3811,7.7 Earths,15.491,2016
Kepler-672 b,3373,6.8 Earths,15.513,2016
Kepler-673 b,2995,34.8 Earths,15.592,2016
Kepler-674 b,1116,3.5 Earths,15.569,2016
Kepler-675 b,2171,6.53 Earths,15.605,2016
Kepler-676 b,963,9.48 Earths,17.15,2016
Kepler-677 b,6374,25 Earths,15.504,2016
Kepler-678 b,5957,23.1 Earths,15.161,2016
Kepler-659 b,2357,6.8 Earths,15.758,2016
Kepler-65 b,991,2.4 Earths,10.922,2012
Kepler-65 c,991,5.4 Earths,10.922,2012
Kepler-65 d,991,4.14 Earths,10.922,2012
Kepler-65 e,991,0.82 Jupiters,10.922,2019
Kepler-660 b,1854,7.13 Earths,15.559,2016
Kepler-661 b,1744,9.64 Earths,16.016,2016
Kepler-662 b,2661,5.39 Earths,15.598,2016
Kepler-663 b,3468,7.27 Earths,15.881,2016
Kepler-664 b,3947,7.56 Earths,15.663,2016
Kepler-665 b,1999,7.27 Earths,15.612,2016
Kepler-666 b,4921,6.35 Earths,15.422,2016
Kepler-667 b,7511,20.1 Earths,15.362,2016
Kepler-668 b,2559,7.75 Earths,15.365,2016
Kepler-669 b,6731,20.8 Earths,15.742,2016
Kepler-66 b,3924,8.25 Earths,15.29,2013
Kepler-670 b,3065,Unknown,15.162,2016
Kepler-671 b,3811,7.7 Earths,15.491,2016
Kepler-672 b,3373,6.8 Earths,15.513,2016
Kepler-673 b,2995,34.8 Earths,15.592,2016
Kepler-674 b,1116,3.5 Earths,15.569,2016
Kepler-675 b,2171,6.53 Earths,15.605,2016
Kepler-676 b,963,9.48 Earths,17.15,2016
Kepler-677 b,6374,25 Earths,15.504,2016
Kepler-678 b,5957,23.1 Earths,15.161,2016
Kepler-659 b,2357,6.8 Earths,15.758,2016
Kepler-65 b,991,2.4 Earths,10.922,2012
Kepler-65 c,991,5.4 Earths,10.922,2012
Kepler-65 d,991,4.14 Earths,10.922,2012
Kepler-65 e,991,0.82 Jupiters,10.922,2019
Kepler-660 b,1854,7.13 Earths,15.559,2016
Kepler-661 b,1744,9.64 Earths,16.016,2016
Kepler-662 b,2661,5.39 Earths,15.598,2016
Kepler-663 b,3468,7.27 Earths,15.881,2016
Kepler-664 b,3947,7.56 Earths,15.663,2016
Kepler-665 b,1999,7.27 Earths,15.612,2016
Kepler-666 b,4921,6.35 Earths,15.422,2016
Kepler-667 b,7511,20.1 Earths,15.362,2016
Kepler-668 b,2559,7.75 Earths,15.365,2016
Kepler-669 b,6731,20.8 Earths,15.742,2016
Kepler-66 b,3924,8.25 Earths,15.29,2013
Kepler-670 b,3065,Unknown,15.162,2016
Kepler-671 b,3811,7.7 Earths,15.491,2016
Kepler-672 b,3373,6.8 Earths,15.513,2016
Kepler-673 b,2995,34.8 Earths,15.592,2016
Kepler-674 b,1116,3.5 Earths,15.569,2016
Kepler-675 b,2171,6.53 Earths,15.605,2016
Kepler-676 b,963,9.48 Earths,17.15,2016
Kepler-677 b,6374,25 Earths,15.504,2016
Kepler-678 b,5957,23.1 Earths,15.161,2016
Kepler-679 b,3008,9.32 Earths,15.771,2016
Kepler-67 b,3690,8.96 Earths,16.172,2013
Kepler-680 b,4868,6.44 Earths,15.321,2016
Kepler-681 b,2241,9.69 Earths,15.584,2016
Kepler-682 b,6456,0.134 Jupiters,15.556,2016
Kepler-683 b,3337,4.54 Earths,15.072,2016
Kepler-684 b,5647,11.2 Earths,15.695,2016
Kepler-685 b,3062,0.248 Jupiters,15.186,2016
Kepler-686 b,4863,Unknown,16.02,2016
Kepler-687 b,2067,12.2 Earths,15.695,2016
Kepler-688 b,4429,0.216 Jupiters,15.805,2016
Kepler-689 b,3692,8.7 Earths,15.938,2016
Kepler-68 b,470,7.65 Earths,10.077,2013
Kepler-68 c,470,2.04 Earths,10.077,2013
Kepler-68 d,470,0.84007 Jupiters,10.077,2013
Kepler-690 b,5432,29.6 Earths,15.701,2016
Kepler-691 b,910,5.02 Earths,16.6,2016
Kepler-692 b,3234,9.85 Earths,15.676,2016
Kepler-693 b,3756,0.232 Jupiters,16.7286,2016
Kepler-694 b,3337,8.25 Earths,15.284,2016
Kepler-695 b,2750,0.196 Jupiters,15.262,2016
Kepler-696 b,4620,31.3 Earths,15.308,2016
Kepler-697 b,4167,16 Earths,15.888,2016
Kepler-698 b,6510,13.1 Earths,15.716,2016
Kepler-69 b,2383,5.65 Earths,13.866,2013
Kepler-69 c,2383,3.57 Earths,13.866,2013
Kepler-6 b,1915,0.668 Jupiters,13.286,2009
Kepler-700 b,4866,30 Earths,15.202,2016
Kepler-701 b,2525,8.45 Earths,15.056,2016
Kepler-702 b,3236,0.194 Jupiters,15.437,2016
Kepler-703 b,3774,0.161 Jupiters,15.599,2016
Kepler-704 b,4008,7.32 Earths,15.454,2016
Kepler-705 b,903,5.1 Earths,16.331,2016
Kepler-706 b,2892,Unknown,15.274,2016
Kepler-707 b,1930,2.33 Earths,15.022,2016
Kepler-708 b,4548,8.91 Earths,15.61,2016
Kepler-709 b,2169,8.85 Earths,15.261,2016
Kepler-710 b,4724,4.19 Earths,15.071,2016
Kepler-711 b,2037,11.5 Earths,15.635,2016
Kepler-712 b,2846,11.5 Earths,16.161,2016
Kepler-712 c,2846,21 Earths,16.161,2016
Kepler-713 b,3555,6.71 Earths,15.171,2016
Kepler-714 b,6796,0.213 Jupiters,15.43,2016
Kepler-715 b,4330,13.5 Earths,15.204,2016
Kepler-716 b,2071,8.75 Earths,15.314,2016
Kepler-716 c,2071,2.52 Earths,15.314,2020
Kepler-717 b,9151,6.44 Earths,15.756,2016
Kepler-718 b,4248,131 Jupiters,15.399,2016
Kepler-719 b,8147,0.172 Jupiters,16.128,2016
Kepler-720 b,3475,0.168 Jupiters,15.462,2016
Kepler-721 b,3023,7.46 Earths,15.963,2016
Kepler-722 b,4043,7.41 Earths,15.489,2016
Kepler-722 c,4043,8.35 Earths,15.489,2016
Kepler-723 b,3496,Unknown,15.452,2016
Kepler-724 b,2783,10.8 Earths,15.284,2016
Kepler-725 b,2474,0.25 Jupiters,15.145,2016
Kepler-726 b,2486,10.7 Earths,15.362,2016
Kepler-727 b,2713,6.94 Earths,15.453,2016
Kepler-728 b,5758,11.1 Earths,15.585,2016
Kepler-729 b,6267,12.5 Earths,15.567,2016
Kepler-730 b,6312,Unknown,15.782,2016
Kepler-730 c,6312,3.09 Earths,15.782,2018
Kepler-731 b,4101,Unknown,15.386,2016
Kepler-732 b,570,5.39 Earths,16.53,2016
Kepler-732 c,570,2.15 Earths,16.53,2016
Kepler-733 b,2990,8.35 Earths,15.561,2016
Kepler-734 b,3775,12.4 Earths,14.469,2016
Kepler-735 b,2267,9.01 Earths,15.492,2016
Kepler-736 b,3280,8.91 Earths,15.809,2016
Kepler-737 b,669,4.5 Earths,15.971,2016
Kepler-738 b,3633,6.8 Earths,15.793,2016
Kepler-739 b,4471,11 Earths,15.711,2016
Kepler-740 b,4704,18.9 Earths,16.022,2016
Kepler-741 b,5421,9.11 Earths,15.186,2016
Kepler-742 b,1596,10.6 Earths,15.357,2016
Kepler-721 b,3023,7.46 Earths,15.963,2016
Kepler-722 b,4043,7.41 Earths,15.489,2016
Kepler-722 c,4043,8.35 Earths,15.489,2016
Kepler-723 b,3496,Unknown,15.452,2016
Kepler-724 b,2783,10.8 Earths,15.284,2016
Kepler-725 b,2474,0.25 Jupiters,15.145,2016
Kepler-726 b,2486,10.7 Earths,15.362,2016
Kepler-727 b,2713,6.94 Earths,15.453,2016
Kepler-728 b,5758,11.1 Earths,15.585,2016
Kepler-729 b,6267,12.5 Earths,15.567,2016
Kepler-730 b,6312,Unknown,15.782,2016
Kepler-730 c,6312,3.09 Earths,15.782,2018
Kepler-731 b,4101,Unknown,15.386,2016
Kepler-732 b,570,5.39 Earths,16.53,2016
Kepler-732 c,570,2.15 Earths,16.53,2016
Kepler-733 b,2990,8.35 Earths,15.561,2016
Kepler-734 b,3775,12.4 Earths,14.469,2016
Kepler-735 b,2267,9.01 Earths,15.492,2016
Kepler-736 b,3280,8.91 Earths,15.809,2016
Kepler-737 b,669,4.5 Earths,15.971,2016
Kepler-738 b,3633,6.8 Earths,15.793,2016
Kepler-739 b,4471,11 Earths,15.711,2016
Kepler-740 b,4704,18.9 Earths,16.022,2016
Kepler-741 b,5421,9.11 Earths,15.186,2016
Kepler-742 b,1596,10.6 Earths,15.357,2016
Kepler-721 b,3023,7.46 Earths,15.963,2016
Kepler-722 b,4043,7.41 Earths,15.489,2016
Kepler-722 c,4043,8.35 Earths,15.489,2016
Kepler-723 b,3496,Unknown,15.452,2016
Kepler-724 b,2783,10.8 Earths,15.284,2016
Kepler-725 b,2474,0.25 Jupiters,15.145,2016
Kepler-726 b,2486,10.7 Earths,15.362,2016
Kepler-727 b,2713,6.94 Earths,15.453,2016
Kepler-728 b,5758,11.1 Earths,15.585,2016
Kepler-729 b,6267,12.5 Earths,15.567,2016
Kepler-730 b,6312,Unknown,15.782,2016
Kepler-730 c,6312,3.09 Earths,15.782,2018
Kepler-731 b,4101,Unknown,15.386,2016
Kepler-732 b,570,5.39 Earths,16.53,2016
Kepler-732 c,570,2.15 Earths,16.53,2016
Kepler-733 b,2990,8.35 Earths,15.561,2016
Kepler-734 b,3775,12.4 Earths,14.469,2016
Kepler-735 b,2267,9.01 Earths,15.492,2016
Kepler-736 b,3280,8.91 Earths,15.809,2016
Kepler-737 b,669,4.5 Earths,15.971,2016
Kepler-738 b,3633,6.8 Earths,15.793,2016
Kepler-739 b,4471,11 Earths,15.711,2016
Kepler-740 b,4704,18.9 Earths,16.022,2016
Kepler-741 b,5421,9.11 Earths,15.186,2016
Kepler-742 b,1596,10.6 Earths,15.357,2016
Kepler-721 b,3023,7.46 Earths,15.963,2016
Kepler-722 b,4043,7.41 Earths,15.489,2016
Kepler-722 c,4043,8.35 Earths,15.489,2016
Kepler-723 b,3496,Unknown,15.452,2016
Kepler-724 b,2783,10.8 Earths,15.284,2016
Kepler-725 b,2474,0.25 Jupiters,15.145,2016
Kepler-726 b,2486,10.7 Earths,15.362,2016
Kepler-727 b,2713,6.94 Earths,15.453,2016
Kepler-728 b,5758,11.1 Earths,15.585,2016
Kepler-729 b,6267,12.5 Earths,15.567,2016
Kepler-730 b,6312,Unknown,15.782,2016
Kepler-730 c,6312,3.09 Earths,15.782,2018
Kepler-731 b,4101,Unknown,15.386,2016
Kepler-732 b,570,5.39 Earths,16.53,2016
Kepler-732 c,570,2.15 Earths,16.53,2016
Kepler-733 b,2990,8.35 Earths,15.561,2016
Kepler-734 b,3775,12.4 Earths,14.469,2016
Kepler-735 b,2267,9.01 Earths,15.492,2016
Kepler-736 b,3280,8.91 Earths,15.809,2016
Kepler-737 b,669,4.5 Earths,15.971,2016
Kepler-738 b,3633,6.8 Earths,15.793,2016
Kepler-739 b,4471,11 Earths,15.711,2016
Kepler-740 b,4704,18.9 Earths,16.022,2016
Kepler-741 b,5421,9.11 Earths,15.186,2016
Kepler-742 b,1596,10.6 Earths,15.357,2016
Kepler-721 b,3023,7.46 Earths,15.963,2016
Kepler-722 b,4043,7.41 Earths,15.489,2016
Kepler-722 c,4043,8.35 Earths,15.489,2016
Kepler-723 b,3496,Unknown,15.452,2016
Kepler-724 b,2783,10.8 Earths,15.284,2016
Kepler-725 b,2474,0.25 Jupiters,15.145,2016
Kepler-726 b,2486,10.7 Earths,15.362,2016
Kepler-727 b,2713,6.94 Earths,15.453,2016
Kepler-728 b,5758,11.1 Earths,15.585,2016
Kepler-729 b,6267,12.5 Earths,15.567,2016
Kepler-730 b,6312,Unknown,15.782,2016
Kepler-730 c,6312,3.09 Earths,15.782,2018
Kepler-731 b,4101,Unknown,15.386,2016
Kepler-732 b,570,5.39 Earths,16.53,2016
Kepler-732 c,570,2.15 Earths,16.53,2016
Kepler-733 b,2990,8.35 Earths,15.561,2016
Kepler-734 b,3775,12.4 Earths,14.469,2016
Kepler-735 b,2267,9.01 Earths,15.492,2016
Kepler-736 b,3280,8.91 Earths,15.809,2016
Kepler-737 b,669,4.5 Earths,15.971,2016
Kepler-738 b,3633,6.8 Earths,15.793,2016
Kepler-739 b,4471,11 Earths,15.711,2016
Kepler-740 b,4704,18.9 Earths,16.022,2016
Kepler-741 b,5421,9.11 Earths,15.186,2016
Kepler-742 b,1596,10.6 Earths,15.357,2016
Kepler-721 b,3023,7.46 Earths,15.963,2016
Kepler-722 b,4043,7.41 Earths,15.489,2016
Kepler-722 c,4043,8.35 Earths,15.489,2016
Kepler-723 b,3496,Unknown,15.452,2016
Kepler-724 b,2783,10.8 Earths,15.284,2016
Kepler-725 b,2474,0.25 Jupiters,15.145,2016
Kepler-726 b,2486,10.7 Earths,15.362,2016
Kepler-727 b,2713,6.94 Earths,15.453,2016
Kepler-728 b,5758,11.1 Earths,15.585,2016
Kepler-729 b,6267,12.5 Earths,15.567,2016
Kepler-730 b,6312,Unknown,15.782,2016
Kepler-730 c,6312,3.09 Earths,15.782,2018
Kepler-731 b,4101,Unknown,15.386,2016
Kepler-732 b,570,5.39 Earths,16.53,2016
Kepler-732 c,570,2.15 Earths,16.53,2016
Kepler-733 b,2990,8.35 Earths,15.561,2016
Kepler-734 b,3775,12.4 Earths,14.469,2016
Kepler-735 b,2267,9.01 Earths,15.492,2016
Kepler-736 b,3280,8.91 Earths,15.809,2016
Kepler-737 b,669,4.5 Earths,15.971,2016
Kepler-738 b,3633,6.8 Earths,15.793,2016
Kepler-739 b,4471,11 Earths,15.711,2016
Kepler-740 b,4704,18.9 Earths,16.022,2016
Kepler-741 b,5421,9.11 Earths,15.186,2016
Kepler-742 b,1596,10.6 Earths,15.357,2016
Kepler-721 b,3023,7.46 Earths,15.963,2016
Kepler-722 b,4043,7.41 Earths,15.489,2016
Kepler-722 c,4043,8.35 Earths,15.489,2016
Kepler-723 b,3496,Unknown,15.452,2016
Kepler-724 b,2783,10.8 Earths,15.284,2016
Kepler-725 b,2474,0.25 Jupiters,15.145,2016
Kepler-726 b,2486,10.7 Earths,15.362,2016
Kepler-727 b,2713,6.94 Earths,15.453,2016
Kepler-728 b,5758,11.1 Earths,15.585,2016
Kepler-729 b,6267,12.5 Earths,15.567,2016
Kepler-730 b,6312,Unknown,15.782,2016
Kepler-730 c,6312,3.09 Earths,15.782,2018
Kepler-731 b,4101,Unknown,15.386,2016
Kepler-732 b,570,5.39 Earths,16.53,2016
Kepler-732 c,570,2.15 Earths,16.53,2016
Kepler-733 b,2990,8.35 Earths,15.561,2016
Kepler-734 b,3775,12.4 Earths,14.469,2016
Kepler-735 b,2267,9.01 Earths,15.492,2016
Kepler-736 b,3280,8.91 Earths,15.809,2016
Kepler-737 b,669,4.5 Earths,15.971,2016
Kepler-738 b,3633,6.8 Earths,15.793,2016
Kepler-739 b,4471,11 Earths,15.711,2016
Kepler-740 b,4704,18.9 Earths,16.022,2016
Kepler-741 b,5421,9.11 Earths,15.186,2016
Kepler-742 b,1596,10.6 Earths,15.357,2016
Kepler-721 b,3023,7.46 Earths,15.963,2016
Kepler-722 b,4043,7.41 Earths,15.489,2016
Kepler-722 c,4043,8.35 Earths,15.489,2016
Kepler-723 b,3496,Unknown,15.452,2016
Kepler-724 b,2783,10.8 Earths,15.284,2016
Kepler-725 b,2474,0.25 Jupiters,15.145,2016
Kepler-726 b,2486,10.7 Earths,15.362,2016
Kepler-727 b,2713,6.94 Earths,15.453,2016
Kepler-728 b,5758,11.1 Earths,15.585,2016
Kepler-729 b,6267,12.5 Earths,15.567,2016
Kepler-730 b,6312,Unknown,15.782,2016
Kepler-730 c,6312,3.09 Earths,15.782,2018
Kepler-731 b,4101,Unknown,15.386,2016
Kepler-732 b,570,5.39 Earths,16.53,2016
Kepler-732 c,570,2.15 Earths,16.53,2016
Kepler-733 b,2990,8.35 Earths,15.561,2016
Kepler-734 b,3775,12.4 Earths,14.469,2016
Kepler-735 b,2267,9.01 Earths,15.492,2016
Kepler-736 b,3280,8.91 Earths,15.809,2016
Kepler-737 b,669,4.5 Earths,15.971,2016
Kepler-738 b,3633,6.8 Earths,15.793,2016
Kepler-739 b,4471,11 Earths,15.711,2016
Kepler-740 b,4704,18.9 Earths,16.022,2016
Kepler-741 b,5421,9.11 Earths,15.186,2016
Kepler-742 b,1596,10.6 Earths,15.357,2016
Kepler-721 b,3023,7.46 Earths,15.963,2016
Kepler-722 b,4043,7.41 Earths,15.489,2016
Kepler-722 c,4043,8.35 Earths,15.489,2016
Kepler-723 b,3496,Unknown,15.452,2016
Kepler-724 b,2783,10.8 Earths,15.284,2016
Kepler-725 b,2474,0.25 Jupiters,15.145,2016
Kepler-726 b,2486,10.7 Earths,15.362,2016
Kepler-727 b,2713,6.94 Earths,15.453,2016
Kepler-728 b,5758,11.1 Earths,15.585,2016
Kepler-729 b,6267,12.5 Earths,15.567,2016
Kepler-730 b,6312,Unknown,15.782,2016
Kepler-730 c,6312,3.09 Earths,15.782,2018
Kepler-731 b,4101,Unknown,15.386,2016
Kepler-732 b,570,5.39 Earths,16.53,2016
Kepler-732 c,570,2.15 Earths,16.53,2016
Kepler-733 b,2990,8.35 Earths,15.561,2016
Kepler-734 b,3775,12.4 Earths,14.469,2016
Kepler-735 b,2267,9.01 Earths,15.492,2016
Kepler-736 b,3280,8.91 Earths,15.809,2016
Kepler-737 b,669,4.5 Earths,15.971,2016
Kepler-738 b,3633,6.8 Earths,15.793,2016
Kepler-739 b,4471,11 Earths,15.711,2016
Kepler-740 b,4704,18.9 Earths,16.022,2016
Kepler-741 b,5421,9.11 Earths,15.186,2016
Kepler-742 b,1596,10.6 Earths,15.357,2016
Kepler-743 b,910,1.92 Earths,12.66,2016
Kepler-744 b,1468,3.26 Earths,13.718,2016
Kepler-745 b,5808,5.31 Earths,15.427,2016
Kepler-746 b,1468,1.41 Earths,13.785,2016
Kepler-747 b,10918,24.1 Earths,15.595,2016
Kepler-748 b,5565,6.9 Earths,15.37,2016
Kepler-749 b,2352,9.8 Earths,16.153,2016
Kepler-74 b,3841,0.63 Jupiters,14.487,2013
Kepler-750 b,4228,9.64 Earths,14.634,2016
Kepler-750 c,4228,3.26 Earths,14.634,2016
Kepler-751 b,2481,6.62 Earths,15.211,2016
Kepler-752 b,4020,8.3 Earths,15.864,2016
Kepler-753 b,896,4.31 Earths,14.891,2016
Kepler-754 b,5775,4.7 Earths,15.352,2016
Kepler-755 b,1302,3.75 Earths,14.277,2016
Kepler-755 c,1302,2.13 Earths,14.277,2016
Kepler-756 b,2779,1.46 Earths,15.986,2016
Kepler-757 b,3486,2.42 Earths,15.066,2016
Kepler-758 b,4901,6.71 Earths,14.379,2016
Kepler-758 c,4901,3.5 Earths,14.379,2016
Kepler-758 d,4901,5.14 Earths,14.379,2016
Kepler-758 e,4901,2.96 Earths,14.379,2016
Kepler-759 b,3502,5.77 Earths,14.579,2016
Kepler-75 b,2725,10.1 Jupiters,15.414,2013
Kepler-760 b,2585,9.59 Earths,15.181,2016
Kepler-780 b,1819,0.64 Earths,13.464,2016
Kepler-781 b,3472,8.7 Earths,16.207,2016
Kepler-782 b,1458,10.4 Earths,12.843,2016
Kepler-783 b,1683,0.399 Earths,14.153,2016
Kepler-783 c,1683,6.04 Earths,14.153,2020
Kepler-784 b,4253,3.12 Earths,13.392,2016
Kepler-785 b,2094,Unknown,16.315,2016
Kepler-786 b,1583,6.48 Earths,15.253,2016
Kepler-787 b,1643,2.18 Earths,16.696,2016
Kepler-788 b,5793,7.04 Earths,15.45,2016
Kepler-789 b,4828,5.14 Earths,14.723,2016
Kepler-78 b,406,1.96716 Earths,11.717,2013
Kepler-790 b,2294,5.39 Earths,15.534,2016
Kepler-791 b,4131,9.53 Earths,14.473,2016
Kepler-792 b,4650,4.5 Earths,15.117,2016
Kepler-793 b,3215,2.45 Earths,14.742,2016
Kepler-794 b,3038,5.1 Earths,13.599,2016
Kepler-795 b,1605,3.46 Earths,13.423,2016
Kepler-796 b,2667,2.24 Earths,13.175,2016
Kepler-797 b,4290,5.35 Earths,14.751,2016
Kepler-798 b,3172,6.3 Earths,14.221,2016
Kepler-799 b,4923,37.9 Earths,15.166,2016
Kepler-799 c,4923,8.15 Earths,15.166,2021
Kepler-79 b,3330,10.9 Earths,14.036,2012
Kepler-79 c,3330,5.9 Earths,14.036,2012
Kepler-815 b,4108,15.8 Earths,13.438,2016
Kepler-816 b,3209,0.234 Jupiters,16.365,2016
Kepler-817 b,4842,0.189 Jupiters,15.967,2016
Kepler-818 b,3017,22.9 Earths,15.368,2016
Kepler-819 b,2167,8.05 Earths,15.402,2016
Kepler-81 b,1136,17.2 Earths,15.258,2012
Kepler-81 c,1136,4.3 Earths,15.258,2012
Kepler-81 d,1136,1.92 Earths,15.258,2014
Kepler-820 b,4525,30.8 Earths,14.135,2016
Kepler-821 b,2005,2.27 Earths,15.153,2016
Kepler-822 b,2807,3.78 Earths,14.75,2016
Kepler-823 b,4532,3.09 Earths,15.089,2016
Kepler-824 b,3919,4.16 Earths,15.051,2016
Kepler-825 b,2635,2.96 Earths,14.296,2016
Kepler-825 c,2635,4.04 Earths,14.296,2016
Kepler-826 b,2543,2.1 Earths,13.644,2016
Kepler-827 b,6676,27 Earths,15.865,2016
Kepler-828 b,1877,2.89 Earths,15.374,2016
Kepler-829 b,3503,5.1 Earths,14.973,2016
Kepler-82 b,2950,12.15 Earths,15.131,2012
Kepler-82 c,2950,13.9 Earths,15.131,2012
Kepler-82 d,2950,3.78 Earths,15.131,2014
Kepler-82 e,2950,6.66 Earths,15.131,2014
Kepler-82 f,2950,20.9 Earths,15.131,2019
Kepler-830 b,3660,3.53 Earths,14.88,2016
Kepler-831 b,1936,2.15 Earths,13.751,2016
Kepler-832 b,5507,4.9 Earths,16.001,2016
Kepler-833 b,1525,4.74 Earths,15.755,2016
Kepler-834 b,2068,4.74 Earths,16.211,2016
Kepler-835 b,7849,8.2 Earths,16.062,2016
Kepler-836 b,3197,7.9 Earths,14.672,2016
Kepler-837 b,2942,7.08 Earths,15.576,2016
Kepler-838 b,3601,7.9 Earths,15.424,2016
Kepler-839 b,3081,7.13 Earths,13.693,2016
Kepler-83 b,1306,0.132 Jupiters,16.145,2012
Kepler-83 c,1306,11.4 Earths,16.145,2012
Kepler-83 d,1306,24.6 Earths,16.145,2014
Kepler-841 b,3259,23.8 Earths,15.791,2016
Kepler-842 b,1738,3.19 Earths,15.363,2016
Kepler-843 b,3802,7.22 Earths,15.354,2016
Kepler-844 b,1408,3.46 Earths,15.986,2016
Kepler-845 b,1406,4.82 Earths,14.903,2016
Kepler-846 b,3677,6.71 Earths,15.684,2016
Kepler-847 b,1674,1.76 Earths,14.998,2016
Kepler-848 b,4497,3.53 Earths,14.194,2016
Kepler-849 b,2682,0.127 Jupiters,12.878,2016
Kepler-84 b,3340,40 Earths,14.92,2012
Kepler-84 c,3340,20.2 Earths,14.92,2012
Kepler-84 d,3340,2.48 Earths,14.92,2014
Kepler-84 e,3340,7.27 Earths,14.92,2014
Kepler-84 f,3340,5.48 Earths,14.92,2014
